Grey,Black,Grey,Black,Grey,Black,Grey,Black,Grey,Black,Grey
Black,Grey,Black,Grey,Black,Grey,Black,Grey,Black,Grey,Black
Grey,Black,Grey,Black,Grey,Black,Grey,Black,Grey,Black,Grey
Black,Grey,Black,Grey,Black,Grey,Black,Grey,Black,Grey,Black
Grey,Black,Grey,Black,Grey,Black,Grey,Black,Grey,Black,Grey
Black,Grey,Black,Grey,Black,Grey,Black,Grey,Black,Grey,Black
Green,Black,Grey,Black,Grey,Black,Grey,Black,Grey,Black,Grey
Green,Grey,Black,Grey,Black,Grey,Black,Grey,Black,Grey,Black
