Grey,Black,Grey,Black,Grey,Black,Grey,Black,Grey,Black,Grey,Black
Black,Grey,Black,Grey,Black,Grey,Black,Grey,Black,Grey,Black,Grey
Grey,Black,Grey,Black,Grey,Black,Grey,Black,Grey,Black,Grey,Black
Black,Grey,Black,Grey,Black,Grey,Black,Grey,Black,Grey,Black,Grey
Grey,Black,Grey,Black,Grey,Black,Grey,Black,Grey,Black,Grey,Black
Black,Grey,Black,Grey,Black,Grey,Black,Grey,Black,Grey,Black,Grey
Green,Green,Grey,Black,Grey,Black,Grey,Black,Grey,Black,Grey,Black
Green,Green,Black,Grey,Black,Grey,Black,Grey,Black,Grey,Black,Grey
